"Alayk","0810","C568687-8","GaAgNI","S","Gedeed","Kro World","","AncientImperial Colony Modular Space Station","6","","","","8","Ga","8","","","","7","","","NI","6","Ag","","S","5","C","","","8",""
"Aberash","0906","A584876-8","GaAgRi","NRTI","Aklo","Kro World","","AncientImperial Colony","8","","","","7","Ga","4","","I","","6","N","","","8","Ag","R","","5","A","T","","8","Ri"
"Xolani","1102","B68A9BE-8","Wa","T","Aklo","Kro World","AmberZone","","8","","","","B","Wa","A","","","","E","","","","9","","","","6","B","T","","8",""
"Kofi","1203","C200668-6","VaNa","TI","Aklo","Kro World","","","0","","","Na","6","","0","","I","","8","","","","6","","","","2","C","T","","6","Va"
"Akua","1507","D67977B-7","","S","Aklo","Kro World","","","7","","","","7","","9","","","","B","","","","7","","","S","6","D","","","7",""
"Zuberi","1608","C200653-8","VaNa","R","Aklo","Kro World","","Modular Space Station","0","","","Na","5","","0","","","","3","","","","6","","R","","2","C","","","8","Va"
"Marjeta","2508","X202265-8","ICVaLo","","Dominika","Kro World","","","0","","","","6","IC","2","","","","5","","","Lo","2","","","","2","X","","","8","Va"
"Miran","2602","X418103-8","ICLo","","Dominika","Kro World","","","1","","","","0","IC","8","","","","3","","","Lo","1","","","","4","X","","","8",""
"Slaveeda","2708","X201145-8","ICVaLo","","Dominika","Kro World","","","0","","","","4","IC","1","","","","5","","","Lo","1","","","","2","X","","","8","Va"
"Wequan","3103","X542100-7","PoLo","","Dominika","Kro World","AmberZone","","4","","","","0","","2","","","","0","","","Lo","1","","","","5","X","","","7","Po"
"Ujarak","3203","X557310-2","GaLoLt","","Dominika","Kro World","","AncientImperial Colony","5","","","","1","Ga","7","","","","0","","","Lo","3","","","","5","X","","Lt","2",""
"Luxin","1940","A784767-12","GaAgRiHt","I","Luxin","Luxin Capital (Subsector)","","AncientImperial Colony","8","","","","6","Ga","4","","I","","7","","","","7","Ag","","","7","A","","Ht","12","Ri"
"Lading","1739","B415ADC-11","ICInHi","I","Luxin","Luxin Province","AmberZone","","1","","","","D","IC","5","","I","","C","","","Hi","A","In","","","4","B","","","11",""
"Shixing","1740","C545784-5","GaLt","","Luxin","Luxin Province","","AncientImperial Colony","4","","","","8","Ga","5","","","","4","","","","7","","","","5","C","","Lt","5",""
"Xitai","1838","A6459FE-12","GaInHiHt","TI","Luxin","Luxin Province","AmberZone","AncientImperial Colony","4","","","","F","Ga","5","","I","","E","","","Hi","9","In","","","6","A","T","Ht","12",""
"Guanxi","1839","B10057A-12","VaNINaHt","SI","Luxin","Luxin Province","AmberZone","","0","","","Na","7","","0","","I","","A","","","NI","5","","","S","1","B","","Ht","12","Va"
"Taoyan","1840","E596345-9","GaLo","","Luxin","Luxin Province","","AncientImperial Colony","9","","","","4","Ga","6","","","","5","","","Lo","3","","","","5","E","","","9",""
"Dimitar","1539","B312433-12","PoNIHt","T","Gaiana","Luxin Province","","Post-Isolation Colony","1","","","","3","","2","","","","3","","","NI","4","","","","3","B","T","Ht","12","Po"
"Aspasia","1540","B9E0796-6","De","S","Gaiana","Luxin Province","","","E","","","","9","De","0","","","","6","","","","7","","","S","9","B","","","6",""
"Athanasia","1639","D633589-8","Po","S","Gaiana","Luxin Province","","","3","","","","8","","3","","","","9","","","","5","","","S","6","D","","","8","Po"
"Mangren","2636","A409785-12","ICVaHt","NTI","Tianzu","Mangren Capital","","","0","","","","8","IC","9","","I","","5","N","","","7","","","","4","A","T","Ht","12","Va"
"Chenzhou","2535","E577684-6","GaAgNI","","Tianzu","Mangren Province","","AncientImperial Colony","7","","","","8","Ga","7","","","","4","","","NI","6","Ag","","","5","E","","","6",""
"Soxiang","2536","C6467A7-5","GaLt","S","Tianzu","Mangren Province","","AncientImperial Colony","4","","","","A","Ga","6","","","","7","","","","7","","","S","6","C","","Lt","5",""
"Linke","2540","C544523-10","GaAgNI","SI","Tianzu","Mangren Province","","AncientImperial Colony","4","","","","2","Ga","4","","I","","3","","","NI","5","Ag","","S","5","C","","","10",""
"Jiqiong","2634","B6A18AA-10","Fl","NRT","Tianzu","Mangren Province","AmberZone","PlagueEra Colony","A","","","","A","Fl","1","","","","A","N","","","8","","R","","6","B","T","","10",""
"Pofu","2637","C886640-8","GaAgRiNI","","Tianzu","Mangren Province","AmberZone","AncientImperial Colony","8","","","","4","Ga","6","","","","0","","","NI","6","Ag","","","8","C","","","8","Ri"
"Chenghu","2638","C202658-11","ICVaNINa","SR","Tianzu","Mangren Province","","","0","","","Na","5","IC","2","","","","8","","","NI","6","","R","S","2","C","","","11","Va"
"Huashe","2639","C200442-10","VaNI","S","Tianzu","Mangren Province","","PlagueEra Colony","0","","","","4","","0","","","","2","","","NI","4","","","S","2","C","","","10","Va"
"Wanbi","2735","DAC1331-11","FlLo","S","Tianzu","Mangren Province","AmberZone","Post-Isolation Colony","C","","","","3","Fl","1","","","","1","","","Lo","3","","","S","A","D","","","11",""
"Rimu","2835","D652733-4","PoLt","S","Tianzu","Mangren Province","","","5","","","","3","","2","","","","3","","","","7","","","S","6","D","","Lt","4","Po"
"RaAba","0303","B6A7575-9","Fl","NTI","Gedeed","Oriya","AmberZone","","A","","","","7","Fl","7","","I","","5","N","","","5","","","","6","B","T","","9",""
"Tazkara","0306","A6439BC-11","InPoHi","SNRTI","Gedeed","Oriya","AmberZone","","4","","","","B","","3","","I","","C","N","","Hi","9","In","R","S","6","A","T","","11","Po"
"Harimi","0403","D899244-15","LoHt","S","Gedeed","Oriya","","","9","","","","4","","9","","","","4","","","Lo","2","","","S","8","D","","Ht","15",""
"Yadobak","0407","B100674-10","VaNa","S","Gedeed","Oriya","AmberZone","","0","","","Na","7","","0","","","","4","","","","6","","","S","1","B","","","10","Va"
"Oriyib","0409","C3A14A9-15","FlNIHt","S","Gedeed","Oriya","AmberZone","Produces high quality TL14 Vacc Suits","A","","","","A","Fl","1","","","","9","","","NI","4","","","S","3","C","","Ht","15",""
"Fantomas","1925","A88AA77-12","WaHiHt","RT","Chaifeng","PA Capital","","","8","10","-1","","7","Wa","A","4","","10","7","","","Hi","A","","R","","8","A","T","Ht","12",""
"Yorbin","1725","X510000-0","Ba","","Chaifeng","Pioneer Confederation","","PlagueEra Colony","1","-5","","","0","","0","-5","","-5","0","","","Ba","0","","","","5","X","","","0",""
"Trakti","1824","E434325-5","LoLt","","Chaifeng","Pioneer Confederation","","","3","3","-5","","2","","4","-4","","3","5","","","Lo","3","","","","4","E","","Lt","5",""
"Titra","2125","X648235-2","GaLoLt","","Chaifeng","Pioneer Confederation","","AncientImperial Colony","4","4","-3","","3","Ga","8","-2","","3","5","","","Lo","2","","","","6","X","","Lt","2",""
"Jameson's Hold","1724","X100431-6","VaNI","","Chaifeng","Pioneer Confederation","","","0","4","-3","","3","","0","-1","","5","1","","","NI","4","","","","1","X","","","6","Va"
"Hellsong","2024","BAA6449-9","FlNI","NTI","Chaifeng","Pioneer Confederation","","PlagueEra Colony","A","4","-6","","4","Fl","6","-1","I","5","9","N","","NI","4","","","","A","B","T","","9",""
"Clarion","2224","B88A746-8","WaRi","TI","Chaifeng","Pioneer Confederation","","Venezuela","8","6","-1","","4","Wa","A","2","I","9","6","","","","7","","","","8","B","T","","8","Ri"
"Gradien","1726","E8C3553-10","FlNI","","Chaifeng","Pioneer Confederation","AmberZone","PlagueEra Colony","C","7","-1","","5","Fl","3","-3","","1","3","","","NI","5","","","","8","E","","","10",""
"Bartona","2223","DAB2574-10","FlNI","S","Chaifeng","Pioneer Confederation","AmberZone","PlagueEra Colony","B","5","-1","","7","Fl","2","-1","","1","4","","","NI","5","","","S","A","D","","","10",""
"648-254","2705","X577000-0","GaBa","","Dominika","Reaver Plague","RedZone","AncientImperial Colony","7","","","","0","Ga","7","","","","0","","","Ba","0","","","","5","X","","","0",""
"276-345","3109","X877000-0","GaBa","","Dominika","Reaver Plague","RedZone","AncientImperial Colony","7","","","","0","Ga","7","","","","0","","","Ba","0","","","","8","X","","","0",""
"864-563","3210","X568100-0","GaBa","","Dominika","Reaver Plague","RedZone","AncientImperial Colony","6","","","","0","Ga","8","","","","0","","","Ba","1","","","","5","X","","","0",""
"246-948","2617","X654000-0","GaBa","","Haldeman","Reaver Plague","RedZone","AncientImperial Colony Reaver Plague","5","","","","0","Ga","4","","","","0","","","Ba","0","","","","6","X","","","0",""
"276-551","2714","X867000-0","GaBa","","Haldeman","Reaver Plague","RedZone","AncientImperial Colony Reaver Plague","6","","","","0","Ga","7","","","","0","","","Ba","0","","","","8","X","","","0",""
"912-864","2913","X262000-0","Ba","","Haldeman","Reaver Plague","RedZone","Reaver Plague","6","","","","0","","2","","","","0","","","Ba","0","","","","2","X","","","0",""
"158-683","2919","X496000-0","Ba","","Haldeman","Reaver Plague","RedZone","Reaver Plague","9","","","","0","","6","","","","0","","","Ba","0","","","","4","X","","","0",""
"Gibson","3016","X675331-3","GaLoLt","","Haldeman","Reaver Plague","RedZone","AncientImperial Colony The Reaver Plague is still active on Gibson","7","","","","3","Ga","5","","","","1","","","Lo","3","","","","6","X","","Lt","3",""
"457-964","3117","X410000-0","Ba","","Haldeman","Reaver Plague","RedZone","Reaver Plague","1","","","","0","","0","","","","0","","","Ba","0","","","","4","X","","","0",""
"Ayra","0234","C2047BB-9","ICVa","P","Thorne","Sickle Constellation","AmberZone","PlagueEra Colony Modular Space Station","0","","","","B","IC","4","","","","B","","P","","7","","","","2","C","","","9","Va"
"Syned","0235","B585968-5","GaHiLt","SNT","Thorne","Sickle Constellation","","AncientImperial Colony","8","","","","6","Ga","5","","","","8","N","","Hi","9","","","S","5","B","T","Lt","5",""
"Asana","0237","C30458A-9","ICVaNI","P","Thorne","Sickle Constellation","AmberZone","PlagueEra Colony","0","","","","8","IC","4","","","","A","","P","NI","5","","","","3","C","","","9","Va"
"Syrio","0336","D795400-9","GaNI","S","Thorne","Sickle Constellation","AmberZone","AncientImperial Colony, hit hard by the ReaverPlague","9","","","","0","Ga","5","","","","0","","","NI","4","","","S","7","D","","","9",""
"PoolesWorld","0535","C539479-12","NIHt","SP","Thorne","Sickle Constellation","AmberZone","Post-Isolation Colony","3","","","","7","","9","","","","9","","P","NI","4","","","S","5","C","","Ht","12",""
"Thorne","0536","A6978BA-10","Ga","SNRTI","Thorne","Sickle Constellation","","AncientImperial Colony","9","","","","B","Ga","7","","I","","A","N","","","8","","R","S","6","A","T","","10",""
"Gelariad","0633","C100310-12","VaLoHt","S","Thorne","Sickle Constellation","","Post-Isolation Colony","0","","","","1","","0","","","","0","","","Lo","3","","","S","1","C","","Ht","12","Va"
"Calit","0733","C3A2631-8","NI","R","Thorne","Sickle Constellation","","Modular Space Station","A","","","","3","","2","","","","1","","","NI","6","","R","","3","C","","","8",""
"Zapata","0223","A845677-11","GaAgNI","NT","Zapata","Subsector Capital","AmberZone","AncientImperial Colony","4","","","","7","Ga","5","","","","7","N","","NI","6","Ag","","","8","A","T","","11",""
"Hatoba","2925","A86A932-10","WaHi","NT","Hatoba","Taiheyo","","PlagueEra Colony","6","9","-1","","3","Wa","A","4","","9","2","N","","Hi","9","","","","8","A","T","","10",""
"Dorobo","3024","D552655-10","PoNI","SP","Hatoba","Taiheyo Colony","","PlagueEra Colony","5","4","-6","","5","","2","-2","","4","5","","P","NI","6","","","S","5","D","","","10","Po"
"Himeki","2924","E100143-7","VaLo","","Hatoba","Taiheyo Dependencies","","Dependent","0","0","-7","","4","","0","-5","","1","3","","","Lo","1","","","","1","E","","","7","Va"
"Yaseta","2926","X300143-5","VaLoLt","S","Hatoba","Taiheyo Dependencies","","Dependent","0","1","-5","","4","","0","-4","","1","3","","","Lo","1","","","S","3","X","","Lt","5","Va"
"Culver","3223","C886862-7","GaRi","S","Hatoba","Taiheyo Subsidiaries","","AncientImperial Colony Space Station Alpha","8","9","4","","6","Ga","6","4","","11","2","","","","8","","","S","8","C","","","7","Ri"
"Erasmus","2724","B460899-5","DeRiLt","SRTI","Hatoba","Taiheyo Subsidiaries","AmberZone","","6","8","4","","9","De","0","-1","I","5","9","","","","8","","R","S","4","B","T","Lt","5","Ri"
"Woxin","2939","C100246-13","VaLoHt","SI","Tianzu","Tianzu","","Post-Isolation Colony","0","","","","4","","0","","I","","6","","","Lo","2","","","S","1","C","","Ht","13","Va"
"Tianzu","2940","A444969-11","InHi","NTI","Tianzu","Tianzu Capital","","","4","","","","6","","4","","I","","9","N","","Hi","9","In","","","4","A","T","","11",""
"Grisst","1915","E744235-4","GaLoLt","","Syganga","United Independents","","AncientImperial Colony","4","4","-3","","3","Ga","4","-3","","3","5","","","Lo","2","","","","7","E","","Lt","4",""
"Pyratt","1716","C555756-8","GaAg","","Syganga","United Independents","","AncientImperial Colony, Modular Space Station","5","9","4","","5","Ga","5","2","","9","6","","","","7","Ag","","","5","C","","","8",""
"Ennet","1814","DA8A564-6","WaNI","S","Syganga","United Independents","","Modular Space Station","8","5","-6","","6","Wa","A","-1","","6","4","","","NI","5","","","S","A","D","","","6",""
"Graasvevum","1713","X658300-8","GaLo","","Syganga","Unknown","","AncientImperial Colony","5","5","-3","","0","Ga","8","-1","","4","0","","","Lo","3","","","","6","X","","","8",""
"Niablus","1711","X102112-5","PoLoLt","","Syganga","Unknown","","Dependent","0","-1","-8","","1","","2","-5","","-2","2","","","Lo","1","","","","1","X","","Lt","5","Po"
"Cabrito","2419","X684565-4","GaNILt","","Syganga","Unknown","","AncientImperial Colony","8","7","-1","","6","Ga","4","1","","7","5","","","NI","5","","","","6","X","","Lt","4",""
"Phrodisinnia","1521","C4A3444-10","FlNI","","Kamorr","Unknown","","PlagueEra Colony South Africa","A","4","-6","","4","Fl","3","-1","","5","4","","","NI","4","","","","4","C","","","10",""
"Bakim","0916","D876446-9","GaNI","","Voch","Unknown","","AncientImperial Colony Modular Space Station","7","6","-1","","4","Ga","6","1","","6","6","","","NI","4","","","","8","D","","","9",""
"Darsono","1117","B86A877-8","WaRi","","Voch","Unknown","","","6","7","-1","","7","Wa","A","2","","10","7","","","","8","","","","8","B","","","8","Ri"
"Rainzi","1215","D7A5540-8","FlNI","S","Voch","Unknown","","","A","5","-6","","4","Fl","5","-1","","6","0","","","NI","5","","","S","7","D","","","8",""
"Tchicaya","1611","A5739DA-8","InHi","NRT","Voch","Unknown","AmberZone","","7","11","5","","D","","3","5","","11","A","N","","Hi","9","In","R","","5","A","T","","8",""
"Rovelli","1118","X330110-6","DePoLo","","Voch","Unknown","","","3","-2","-11","","1","De","0","-6","","-2","0","","","Lo","1","","","","3","X","","","6","Po"
"Cass","1415","B758627-6","GaAgNI","NT","Voch","Unknown","","AncientImperial Colony","5","8","1","","2","Ga","8","1","","9","7","N","","NI","6","Ag","","","7","B","T","","6",""
"Miranda","3228","D77645A-5","GaAgNILt","","Hatoba","Unknown","AmberZone","AncientImperial Colony","7","4","4","","5","Ga","6","-1","","1","A","","","NI","4","Ag","","","7","D","","Lt","5",""
"Srecko","2609","X883214-0","LoLt","","Dominika","Unknown","RedZone","","8","","","","1","","3","","","","4","","","Lo","2","","","","8","X","","Lt","0",""
"Kula","2804","X312137-0","ICPoLoLt","","Dominika","Unknown","RedZone","","1","","","","3","IC","2","","","","7","","","Lo","1","","","","3","X","","Lt","0","Po"
"Rajmun","2808","X8A7101-4","FlLoLt","","Dominika","Unknown","RedZone","","A","","","","0","Fl","7","","","","1","","","Lo","1","","","","8","X","","Lt","4",""
"Nahuel","2902","X687123-1","GaLoLt","","Dominika","Unknown","RedZone","AncientImperial Colony","8","","","","2","Ga","7","","","","3","","","Lo","1","","","","6","X","","Lt","1",""
"Rok","2905","X7A4244-2","FlLoLt","","Dominika","Unknown","AmberZone","","A","","","","4","Fl","4","","","","4","","","Lo","2","","","","7","X","","Lt","2",""
"Dominika","3001","X663544-0","NILt","","Dominika","Unknown","RedZone","","6","","","","4","","3","","","","4","","","NI","5","","","","6","X","","Lt","0",""
"Vinge","2616","E7B0110-9","DeLo","","Haldeman","Unknown","","Resettled post-Isolation","B","","","","1","De","0","","","","0","","","Lo","1","","","","7","E","","","9",""
"Scalzi","2713","C77A233-6","WaLo","","Haldeman","Unknown","","Resettled post-Isolation, though some pre-Reaver Plague infrastructure remains, including the Starport.","7","","","","3","Wa","A","","","","3","","","Lo","2","","","","7","C","","","6",""
"Haldeman","3114","E545587-6","GaAgNI","","Haldeman","Unknown","","Resettled post-Isolation","4","","","","8","Ga","5","","","","7","","","NI","5","Ag","","","5","E","","","6",""
"Creffolk","1817","E7A3467-4","FlNILt","","Syganga","Untended","AmberZone","Dependent","A","4","-1","","6","Fl","3","-1","","0","7","","","NI","4","","","","7","E","","Lt","4",""
"Baggansund","1718","X66547A-2","GaNILt","","Syganga","Untended","","AncientImperial Colony","6","6","-1","","7","Ga","5","1","","6","A","","","NI","4","","","","6","X","","Lt","2",""
"Corinn","1021","C89778A-4","GaRiLt","SR","Kamorr","Untended","AmberZone","AncientImperial Colony","9","10","9","","8","Ga","7","2","","5","A","","","","7","","R","S","8","C","","Lt","4","Ri"
"Vlassis","1121","D4A1453-9","NI","","Kamorr","Untended","AmberZone","PlagueEra Colony","A","6","2","","5","","1","-3","","0","3","","","NI","4","","","","4","D","","","9",""
"Ari","1221","X4145BB-8","IC","","Kamorr","Untended","AmberZone","Zimbabwe","1","8","2","","B","IC","4","-3","","0","B","","","","5","","","","4","X","","","8",""
"Dores","0923","X101144-6","ICVaLo","","Kamorr","Untended","","Dependent","0","0","-11","","4","IC","1","-6","","-2","4","","","Lo","1","","","","1","X","","","6","Va"
"Aniceyus","0921","C200454-9","VaNa","P","Kamorr","Untended","","PlagueEra Colony Modular Space Station","0","2","-6","Na","5","","0","-1","","2","4","","P","","4","","","","2","C","","","9","Va"
"Margaid","0924","D400678-8","VaNa","","Kamorr","Untended","","Modular Space Station","0","6","-3","Na","7","","0","0","","7","8","","","","6","","","","4","D","","","8","Va"
"Chenda","1122","X756101-4","LoLt","","Kamorr","Untended","","","5","1","-5","","0","","6","-4","","1","1","","","Lo","1","","","","7","X","","Lt","4",""
"Sahak","1124","X400321-8","VaNI","","Kamorr","Untended","","","0","3","-3","","2","","0","-1","","4","1","","","NI","3","","","","4","X","","","8","Va"
"Aram","1125","X755157-2","LoLt","","Kamorr","Untended","","","5","1","-5","","5","","5","-4","","1","7","","","Lo","1","","","","7","X","","Lt","2",""
"Fotios","1222","D648674-4","GaAgLt","","Kamorr","Untended","","AncientImperial Colony","4","8","4","","7","Ga","8","2","","8","4","","","","6","Ag","","","6","D","","Lt","4",""
"Voch","0919","A5437AF-12","PoHt","NRTI","Voch","Untended","","","4","5","-3","","A","","3","-3","I","4","F","N","","","7","","R","","5","A","T","Ht","12","Po"
"Grimhildir","0920","D3A0420-7","DeNI","S","Voch","Untended","","Dependent, Modular Space Station","A","3","-6","","2","De","0","-2","","5","0","","","NI","4","","","S","3","D","","","7",""
"Carrack","1728","C1308BB-12","DePoNaHt","RT","Chaifeng","Vagabond Capital","AmberZone","","3","7","-4","Na","B","De","0","-4","","1","B","","","","8","","R","","1","C","T","Ht","12","Po"
"Kamorr","1327","B416698-11","ICNI","NRTP","Kamorr","Vagabond Capital","","","1","7","-6","","9","IC","6","-2","","7","8","N","P","NI","6","","R","","4","B","T","","11",""
"LegUp MXI","1927","X414115-3","ICLoLt","","Chaifeng","Vagabond Worlds","","","1","2","-8","","1","IC","4","-5","","1","5","","","Lo","1","","","","4","X","","Lt","3",""
"Marrona","1827","X103344-1","ICVaLoLt","","Chaifeng","Vagabond Worlds","","","0","4","-8","","4","IC","3","-5","","3","4","","","Lo","3","","","","1","X","","Lt","1","Va"
"Arrias","2026","E413455-10","ICNI","","Chaifeng","Vagabond Worlds","","PlagueEra Colony","1","5","-6","","5","IC","3","-2","","4","5","","","NI","4","","","","4","E","","","10",""
"Doufan","1829","B54769B-10","GaAgNI","I","Chaifeng","Vagabond Worlds","AmberZone","AncientImperial Colony","4","10","6","","9","Ga","7","-1","I","4","B","","","NI","6","Ag","","","5","B","","","10",""
"Filippos","1325","C586459-9","GaNI","T","Kamorr","Vagabond Worlds","AmberZone","AncientImperial Colony Modular Space Station","8","8","4","","5","Ga","6","-1","","1","9","","","NI","4","","","","5","C","T","","9",""
"Isocrates","1422","X556252-6","GaLo","","Kamorr","Vagabond Worlds","AmberZone","AncientImperial Colony","5","6","2","","5","Ga","6","-4","","-2","2","","","Lo","2","","","","5","X","","","6",""
"Sofia","1524","D787456-9","GaNI","S","Kamorr","Vagabond Worlds","AmberZone","AncientImperial Colony","8","8","4","","5","Ga","7","-1","","1","6","","","NI","4","","","S","7","D","","","9",""
"Sirvat","0929","X4A4426-3","FlNILt","","Kamorr","Vagabond Worlds","","Dependent","A","4","-6","","2","Fl","4","-1","","5","6","","","NI","4","","","","4","X","","Lt","3",""
"Ptolemais","1127","C3A6559-7","FlNI","","Kamorr","Vagabond Worlds","","Dependent, Modular Space Station","A","5","-6","","5","Fl","6","-1","","6","9","","","NI","5","","","","3","C","","","7",""
"Arkadios","1228","D200410-5","VaNaLt","","Kamorr","Vagabond Worlds","","Dependent","0","4","-3","Na","1","","0","0","","5","0","","","","4","","","","2","D","","Lt","5","Va"
"Gennadius","1329","C4A8644-7","FlNI","S","Kamorr","Vagabond Worlds","","Dependent, Modular Space Station","A","6","-6","","4","Fl","8","-1","","7","4","","","NI","6","","","S","4","C","","","7",""
"Channary","1423","E4A3377-5","FlLoLt","S","Kamorr","Vagabond Worlds","","Dependent","A","3","-6","","7","Fl","3","-1","","4","7","","","Lo","3","","","S","4","E","","Lt","5",""
"Taline","1429","X7A7269-2","FlLoLt","","Kamorr","Vagabond Worlds","","Dependent","A","2","-8","","6","Fl","7","-4","","2","9","","","Lo","2","","","","7","X","","Lt","2",""
"Veasna","1528","X414347-3","ICLoLt","","Kamorr","Vagabond Worlds","","Dependent","1","4","-8","","4","IC","4","-5","","3","7","","","Lo","3","","","","4","X","","Lt","3",""
"Unthea","1026","E4A4237-12","FlLoHt","SP","Kamorr","Vagabond Worlds","RedZone","Post-Isolation Colony","A","6","-13","","3","Fl","4","-8","","","7","","P","Lo","2","","","S","4","E","","Ht","12",""
"Lamos","1030","B561A7B-7","Hi","STIP","Kamorr","Vagabond Worlds","RedZone","Somalia","6","14","-3","","7","","1","0","I","","B","","P","Hi","A","","","S","5","B","T","","7",""
"Estevona","1330","E674320-4","GaLoLt","","Kamorr","Vagabond Worlds","RedZone","AncientImperial Colony","7","10","-8","","2","Ga","4","-7","","","0","","","Lo","3","","","","6","E","","Lt","4",""
"Chryssa","1430","D758200-8","GaLo","","Kamorr","Vagabond Worlds","RedZone","AncientImperial Colony Modular Space Station","5","8","-8","","0","Ga","8","-6","","","0","","","Lo","2","","","","7","D","","","8",""
"Kyros","0928","D869775-2","RiLt","S","Kamorr","Vagabond Worlds","","","6","6","2","","7","","9","2","","9","5","","","","7","","","S","8","D","","Lt","2","Ri"
"Anxo","1025","E300243-11","VaLo","S","Kamorr","Vagabond Worlds","","Post-Isolation Colony","0","2","-5","","4","","0","-4","","2","3","","","Lo","2","","","S","3","E","","","11","Va"
"Berjouhi","1130","X672312-4","LoNaLt","","Kamorr","Vagabond Worlds","","","7","3","-3","Na","1","","2","0","","4","2","","","Lo","3","","","","6","X","","Lt","4",""
"Xurxo","1227","X105226-8","ICVaLo","","Kamorr","Vagabond Worlds","","","0","3","-6","","2","IC","5","-2","","3","6","","","Lo","2","","","","1","X","","","8","Va"
"Noela","1324","X204225-9","ICVaLo","","Kamorr","Vagabond Worlds","","","0","3","-6","","2","IC","4","-2","","3","5","","","Lo","2","","","","2","X","","","9","Va"
"Xoana","1328","X54A335-5","WaLoLt","","Kamorr","Vagabond Worlds","","","4","3","-11","","3","Wa","A","-1","","4","5","","","Lo","3","","","","5","X","","Lt","5",""
"Arax","1426","E573489-9","NI","SP","Kamorr","Vagabond Worlds","","PlagueEra Colony","7","4","-3","","8","","3","-1","","5","9","","P","NI","4","","","S","5","E","","","9",""
"Lucine","1627","D659645-5","NILt","","Kamorr","Vagabond Worlds","","","5","6","-3","","4","","9","-1","","7","5","","","NI","6","","","","6","D","","Lt","5",""
"Maeder","0230","E314152-12","LoHt","","Zapata","Vagabond Worlds","","Post-Isolation Colony","1","","","","5","","4","","","","2","","","Lo","1","","","","3","E","","Ht","12",""
"HereWard","0931","A403144-13","ICLoHt","NTI","Gaiana","Vagabond Worlds","RedZone","PlagueEra Colony, Devastated in ColonialWar","0","","","","4","IC","3","","I","","4","N","","Lo","1","","","","4","A","T","Ht","13",""
"Sostrate","0932","D756599-7","GaAgNI","S","Gaiana","Vagabond Worlds","","AncientImperial Colony","5","","","","9","Ga","6","","","","9","","","NI","5","Ag","","S","7","D","","","7",""
"Taisto","0933","A9B3050-14","FlBaHt","","Gaiana","Vagabond Worlds","RedZone","Primary Alliance target in the Colonial War. No one survived. Post-Isolation Colony","B","","","","5","Fl","3","","","","0","","","Ba","0","","","","9","A","","Ht","14",""
"Weixing","1936","C406461-12","ICVaNIHt","ST","Luxin","Weixing AR","","Post-Isolation Colony","0","","","","6","IC","6","","","","1","","","NI","4","","","S","4","C","T","Ht","12","Va"
"Xijun","1937","A4179DB-10","ICInHi","TI","Luxin","Weixing AR","AmberZone","PlagueEra Colony","1","","","","D","IC","7","","I","","B","","","Hi","9","In","","","4","A","T","","10",""
"Zihao","1833","A78888C-8","GaAgRi","NRTI","Luxin","Zihao Capital","","AncientImperial Colony","8","","","","8","Ga","8","","I","","C","N","","","8","Ag","R","","7","A","T","","8","Ri"
"Nereus","1433","X310327-8","DePoNI","S","Gaiana","Zihao Colony","","","1","","","","2","De","0","","","","7","","","NI","3","","","S","3","X","","","8","Po"
"Circe","1634","X100100-12","VaLoHt","","Gaiana","Zihao Colony","AmberZone","Post-Isolation Colony","0","","","","0","","0","","","","0","","","Lo","1","","","","1","X","","Ht","12","Va"
"Paobu","1731","B545577-9","GaAgNI","T","Luxin","Zihao Province","","AncientImperial Colony","4","","","","7","Ga","5","","","","7","","","NI","5","Ag","","","5","B","T","","9",""
"Pinminku","1732","X10019C-7","VaLo","","Luxin","Zihao Province","AmberZone","","0","","","","9","","0","","","","C","","","Lo","1","","","","1","X","","","7","Va"
"Yanggan","1733","AAA6201-12","FlLoHt","RTI","Luxin","Zihao Province","AmberZone","Post-Isolation Colony","A","","","","0","Fl","6","","I","","1","","","Lo","2","","R","","A","A","T","Ht","12",""
"Zisun","1735","A20099C-12","InVaHiNaHt","NTI","Luxin","Zihao Province","AmberZone","","0","","","Na","9","","0","","I","","C","N","","Hi","9","In","","","2","A","T","Ht","12","Va"
"Jinzhi","1832","E590321-6","DeLo","","Luxin","Zihao Province","","","9","","","","2","De","0","","","","1","","","Lo","3","","","","5","E","","","6",""
"Xiaokong","1834","E726588-5","NILt","","Luxin","Zihao Province","","","2","","","","8","","6","","","","8","","","NI","5","","","","7","E","","Lt","5",""
"Biljana","1531","X415499-8","AgNI","","Gaiana","Zihao Province","","","1","","","","9","","5","","","","9","","","NI","4","Ag","","","4","X","","","8",""
"Tryphon","1532","C56376B-7","Ri","SI","Gaiana","Zihao Province","AmberZone","Modular Space Station, Space Station Alpha?","6","","","","6","","3","","I","","B","","","","7","","","S","5","C","","","7","Ri"
"Anthea","1534","D40049A-9","VaNI","S","Gaiana","Zihao Province","","PlagueEra Colony","0","","","","9","","0","","","","A","","","NI","4","","","S","4","D","","","9","Va"
"Vilhelme","1632","E784401-8","GaLo","","Gaiana","Zihao Province","","AncientImperial Colony","8","","","","0","Ga","4","","","","1","","","Lo","4","","","","7","E","","","8",""
"Esmene","1633","C554722-8","GaAg","","Gaiana","Zihao Province","","AncientImperial Colony Modular Space Station","5","","","","2","Ga","4","","","","2","","","","7","Ag","","","5","C","","","8",""
